"Project","Region","Site","Sample_ID","Plot","Grid","Date","Depth_cm","T_num","TOD","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Deployment_Date_YYYYMMDD","Deployment_Time_24hrs","Collection_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_flag"
"COMPASS","CB","TEMPEST","TMP_PW_FW_H3_15CM_T1_20220622","FW","H3","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,5.62,468.33,NA,0.24,17.14,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_D5_15CM_T1_20220622","FW","D5","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,4.67,389.17,NA,0.16,11.43,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H3_15CM_T2_20220622","FW","H3","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,4.86,405,NA,0.21,15,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F6_15CM_T2_20220622","FW","F6","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,7.4,616.67,NA,0.26,18.57,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F4_15CM_T2_20220622","FW","F4","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,8.13,677.5,NA,0.27,19.29,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_E3_15CM_T2_20220622","FW","E3","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,6.74,561.67,NA,0.23,16.43,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H6_15CM_T2_20220622","FW","H6","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,2.81,234.17,NA,0.08,5.71,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_C3_15CM_T2_20220622","FW","C3","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,9.72,810,NA,0.25,17.86,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_I5_15CM_T2_20220622","FW","I5","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,18.61,1550.83,NA,0.3,21.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_B4_15CM_T2_20220622","SW","B4","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,7.3,608.33,NA,0.47,33.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_I5_15CM_T2_20220622","SW","I5","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,11.85,987.5,NA,1.25,89.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_D5_15CM_T2_20220622","SW","D5","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,4.66,388.33,NA,0.4,28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_F6_15CM_T2_20220622","SW","F6","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,5.09,424.17,NA,0.36,25.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_F4_15CM_T2_20220622","SW","F4","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,10.66,888.33,NA,0.53,37.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_H3_15CM_T2_20220622","SW","H3","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,6.53,544.17,NA,0.57,40.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_E3_15CM_T2_20220622","SW","E3","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,2.78,231.67,NA,0.17,12.14,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_C3_15CM_T2_20220622","SW","C3","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT","General note: AMP sampled GW well at 17:17, 17:32 pumped GW well for 2 min, didn't empty",8.48,706.67,NA,0.5,35.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_B4_15CM_T2_20220622","FW","B4","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,16.87,1405.83,"blank is greater than or equal to 25% of sample value",1.63,116.43,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_H6_15CM_T2_20220622","SW","H6","20220622","15","T2",NA,"PW",20220622,20220622,1614,1749,NA,NA,NA,"EDT",NA,15.52,1293.33,"blank is greater than or equal to 25% of sample value",1.65,117.86,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_D5_15CM_T2_20220622","FW","D5","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,5.9,491.67,NA,0.28,20,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_E3_15CM_T1_20220622","FW","E3","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,6.03,502.5,NA,0.3,21.43,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_F6_15CM_T1_20220622","SW","F6","20220622","15","T1",NA,"PW",20220622,20220622,1247,NA,NA,NA,NA,"EDT","3 rinse between lysimeter",10.4,866.67,NA,0.57,40.71,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H6_15CM_T1_20220622","FW","H6","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_B4_15CM_T1_20220622","FW","B4","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F6_15CM_T1_20220622","FW","F6","20220622","15","T1",NA,"PW",20220622,20220622,1245,1445,NA,NA,NA,"EDT",NA,NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_C6_15CM_T2_20220622","FW","C6","20220622","15","T2",NA,"PW",20220622,20220622,1614,NA,NA,NA,NA,"EDT",NA,NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_H6_15CM_T2_20220622","C","H6","20220622","15","T2",NA,"PW",20220622,20220622,1634,1740,NA,NA,NA,"EDT","9 mL kept for CDOM, additional 1 mL thrown out - no use for further pooling",19.16,1596.67,NA,0.59,42.14,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_C6_15CM_T3_20220623","C","C6","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,24.39,2032.5,NA,0.72,51.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H3_15CM_T3_20220623","FW","H3","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,10.23,852.5,NA,0.3,21.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F4_15CM_T3_20220623","FW","F4","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,9.6,800,NA,0.32,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_H6_15CM_T3_20220623","C","H6","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,20.74,1728.33,NA,0.62,44.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_I5_15CM_T3_20220623","C","I5","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,22.93,1910.83,NA,0.67,47.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_B4_15CM_T3_20220623","SW","B4","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,9.22,768.33,NA,0.52,37.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H6_15CM_T3_20220623","FW","H6","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,10.03,835.83,NA,0.35,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_C3_15CM_T3_20220623","SW","C3","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT","General note: raining relatively hard, but not pouring. Pools near many of the lysimeters but not as many or as large as during water treatment",13.23,1102.5,NA,1.19,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_B4_15CM_T3_20220623","C","B4","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT","lost a couple mLs of pooled samples",11.82,985,NA,0.37,26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_C6_15CM_T3_20220623","FW","C6","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,8.39,699.17,NA,0.34,24.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_C3_15CM_T3_20220623","FW","C3","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,13.79,1149.17,NA,0.43,30.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_E3_15CM_T3_20220623","FW","E3","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,7.32,610,NA,0.27,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_B4_15CM_T3_20220623","FW","B4","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,7.87,655.83,NA,0.33,23.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_H6_15CM_T3_20220623","SW","H6","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,7.4,616.67,NA,0.39,27.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_E3_15CM_T3_20220623","SW","E3","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,6.41,534.17,NA,0.41,29.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_D5_15CM_T3_20220623","SW","D5","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,8.04,670,NA,0.82,58.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_F6_15CM_T3_20220623","SW","F6","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,5.3,441.67,NA,0.52,37.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_I5_15CM_T3_20220623","SW","I5","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,15.07,1255.83,NA,1.9,135.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F6_15CM_T3_20220623","FW","F6","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,NA,NA,"omitted for high dilution and blank values",NA,NA,"omitted for high dilution and blank values",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_I5_15CM_T3_20220623","FW","I5","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,13.92,1160,NA,0.58,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_D5_15CM_T3_20220623","FW","D5","20220623","15","T3",NA,"PW",20220623,20220623,938,NA,NA,NA,NA,"EDT",NA,6.94,578.33,NA,0.29,20.71,"blank is greater than or equal to 25% of sample value",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_C6_15CM_T3_20220623","SW","C6","20220623","15","T3",NA,"PW",20220623,20220623,941,1140,NA,NA,NA,"EDT",NA,7.42,618.33,NA,0.78,55.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_I5_15CM_T4_20220624","FW","I5","20220624","15","T4",NA,"PW",20220624,20220624,1216,1336,NA,NA,NA,"EDT",NA,14.52,1210,NA,0.54,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_I5_15CM_T4_20220624","C","I5","20220624","15","T4",NA,"PW",20220624,20220624,1200,NA,NA,NA,NA,"EDT",NA,26.29,2190.83,NA,1.45,103.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_D5_15CM_T4_20220624","C","D5","20220624","15","T4",NA,"PW",20220624,20220624,1200,NA,NA,NA,NA,"EDT",NA,19.76,1646.67,NA,0.56,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_H3_15CM_T4_20220624","FW","H3","20220624","15","T4",NA,"PW",20220624,20220624,1216,1336,NA,NA,NA,"EDT",NA,9.86,821.67,NA,0.37,26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_B4_15CM_T4_20220624","SW","B4","20220624","15","T4",NA,"PW",20220624,20220624,1215,1357,NA,NA,NA,"EDT",NA,8.94,745,NA,0.52,37.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_F4_15CM_T4_20220624","SW","F4","20220624","15","T4",NA,"PW",20220624,20220624,1215,1357,NA,NA,NA,"EDT",NA,14.84,1236.67,NA,0.64,45.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_C_E3_15CM_T4_20220624","C","E3","20220624","15","T4",NA,"PW",20220624,20220624,1200,NA,NA,NA,NA,"EDT",NA,11.68,973.33,NA,0.72,51.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_C3_15CM_T4_20220624","FW","C3","20220624","15","T4",NA,"PW",20220624,20220624,1216,1336,NA,NA,NA,"EDT",NA,18.09,1507.5,NA,1,71.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_E3_15CM_T4_20220624","SW","E3","20220624","15","T4",NA,"PW",20220624,20220624,1215,1357,NA,NA,NA,"EDT",NA,7.79,649.17,NA,0.46,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_D5_15CM_T4_20220624","SW","D5","20220624","15","T4",NA,"PW",20220624,20220624,1215,1357,NA,NA,NA,"EDT",NA,11.09,924.17,NA,0.78,55.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_SW_H6_15CM_T4_20220624","SW","H6","20220624","15","T4",NA,"PW",20220624,20220624,1215,1357,NA,NA,NA,"EDT",NA,10.3,858.33,NA,0.71,50.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TEMPEST","TMP_PW_FW_F4_15CM_T4_20220624","FW","F4","20220624","15","T4",NA,"PW",20220624,20220624,1216,1336,NA,NA,NA,"EDT",NA,11.22,935,NA,0.49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
